% Model:              Acoustic_Metamaterial 22-10-2025.mph
% Version:            COMSOL 6.3.0.290
% Date:               Jan 14 2026, 11:03
% Dimension:          1
% Nodes:              160
% Expressions:        1
% Description:        Global
% k_x * a_x (rad)         Frequency (Hz)
0                         6.517942578729241E-6
0.16534698176788387       8.712222505567866E-4
0.33069396353576774       8.71883438680222E-4
0.49604094530365167       8.712717523049996E-4
0.6613879270715355        8.712699579044656E-4
0.8267349088394192        8.713520720663529E-4
0.9920818906073033        8.724428681609269E-4
1.157428872375187         8.712667962442579E-4
1.322775854143071         8.712720976798774E-4
1.4881228359109548        8.712667580481992E-4
1.6534698176788385        8.733896356215029E-4
1.8188167994467226        8.712684188982317E-4
1.9841637812146067        8.712655167034342E-4
2.1495107629824903        8.712725805497103E-4
2.314857744750374         8.725696347638367E-4
2.480204726518258         8.713471970116533E-4
2.645551708286142         8.71269225195136E-4
2.810898690054026         8.713539043734446E-4
2.9762456718219097        8.712643728119955E-4
3.141592653589793         8.713521308350874E-4
0                         1.4072803806043153E-4
0.16534698176788387       28.178123426295016
0.33069396353576774       56.3161809716666
0.49604094530365167       84.37290181191918
0.6613879270715355        112.30450207096419
0.8267349088394192        140.06315534680155
0.9920818906073033        167.59508934923153
1.157428872375187         194.83809671106388
1.322775854143071         221.71815020562886
1.4881228359109548        248.14465633442734
1.6534698176788385        274.0036361819532
1.8188167994467226        299.1477501151274
1.9841637812146067        323.3815574996408
2.1495107629824903        346.439798335689
2.314857744750374         367.95626532234974
2.480204726518258         387.4226664501575
2.645551708286142         404.14529661807563
2.810898690054026         417.2306460000457
2.9762456718219097        425.6702484327282
3.141592653589793         428.60032097501124
0                         721.3929565991899
0.16534698176788387       721.3929565997025
0.33069396353576774       721.3929565997275
0.49604094530365167       721.3929565997012
0.6613879270715355        721.3929565997232
0.8267349088394192        721.3929565997286
0.9920818906073033        721.392956599693
1.157428872375187         721.3929565997222
1.322775854143071         721.3929565997034
1.4881228359109548        721.3929565997009
1.6534698176788385        721.3929565997397
1.8188167994467226        721.3929565997057
1.9841637812146067        721.392956599711
2.1495107629824903        721.3929565997211
2.314857744750374         711.661149361162
2.480204726518258         697.1344135521377
2.645551708286142         684.2104297862079
2.810898690054026         673.8151156207196
2.9762456718219097        666.9802012301553
3.141592653589793         664.5834674174961
0                         857.3762875702547
0.16534698176788387       856.4363113767788
0.33069396353576774       853.6296144545603
0.49604094530365167       848.9954557651312
0.6613879270715355        842.5979036333893
0.8267349088394192        834.5240941574849
0.9920818906073033        824.882361953516
1.157428872375187         813.8007432933672
