% Model:              Acoustic_Metamaterial 22-10-2025.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jan 20 2026, 15:28
% Dimension:          1
% Nodes:              160
% Expressions:        1
% Description:        Global
% k_x * a_x (rad)         Frequency (Hz)
0                         3.629937376396049E-5
0.16534698176788387       18.54445917428872
0.33069396353576774       36.96960457532791
0.49604094530365167       55.15568290668743
0.6613879270715355        72.9822038645078
0.8267349088394192        90.32792548825444
0.9920818906073033        107.07125620359818
1.157428872375187         123.09118642562126
1.322775854143071         138.26881696673374
1.4881228359109548        152.48947216811942
1.6534698176788385        165.64527151261805
1.8188167994467226        177.63789869123457
1.9841637812146067        188.38118558847577
2.1495107629824903        197.80306888267722
2.314857744750374         205.84652387128276
2.480204726518258         212.46924946253242
2.645551708286142         217.64213855200398
2.810898690054026         221.3468460523045
2.9762456718219097        223.57297786838015
3.141592653589793         224.3155084662122
0                         483.8607421159352
0.16534698176788387       484.04318190990296
0.33069396353576774       484.5909116258498
0.49604094530365167       485.50490587743985
0.6613879270715355        486.7859197365615
0.8267349088394192        488.4331383339463
0.9920818906073033        490.4422115201542
1.157428872375187         492.80264392366723
1.322775854143071         495.49457172377214
1.4881228359109548        498.4850735724469
1.6534698176788385        501.7243388584656
1.8188167994467226        505.14223812787174
1.9841637812146067        508.646066846021
2.1495107629824903        512.1203935593168
2.314857744750374         515.4299444271232
2.480204726518258         518.4262059374814
2.645551708286142         520.9578669663371
2.810898690054026         522.8843672757638
2.9762456718219097        524.090820476577
3.141592653589793         524.5017494415912
0                         550.5142597622547
0.16534698176788387       550.5142770177088
0.33069396353576774       550.5143293564723
0.49604094530365167       550.514418523191
0.6613879270715355        550.5145475173293
0.8267349088394192        550.5147207287605
0.9920818906073033        550.5149441203953
1.157428872375187         550.5152254396855
1.322775854143071         550.5155744109599
1.4881228359109548        550.5160028098667
1.6534698176788385        550.5165242097853
1.8188167994467226        550.5171530057555
1.9841637812146067        550.5179020223179
2.1495107629824903        550.5187776364535
2.314857744750374         550.5197711471966
2.480204726518258         550.5208458840573
2.645551708286142         550.5219227765083
2.810898690054026         550.5228738848357
2.9762456718219097        550.5235398877422
3.141592653589793         550.5237807994977
0                         1047.4099385467273
0.16534698176788387       1046.7494504263166
0.33069396353576774       1044.7840269779217
0.49604094530365167       1041.5612775056734
0.6613879270715355        1037.1589142444445
0.8267349088394192        1031.682540670936
0.9920818906073033        1025.2629798489827
1.157428872375187         1018.0534415824911
1.322775854143071         1010.2267708246048
1.4881228359109548        1001.9729061119715
1.6534698176788385        993.4965231393674
1.8188167994467226        985.0146630699356
1.9841637812146067        976.7539676925124
2.1495107629824903        968.9469922612393
2.314857744750374         961.826988839025
2.480204726518258         955.6206202340369
2.645551708286142         950.5383616873384
2.810898690054026         946.7629247226812
2.9762456718219097        944.4368315307061
3.141592653589793         943.6510349449553
0                         1979.879871459538
0.16534698176788387       1980.717722924666
0.33069396353576774       1983.2157147502205
0.49604094530365167       1987.327428339644
0.6613879270715355        1992.9762692749357
0.8267349088394192        2000.0561863601863
0.9920818906073033        2008.4318339576168
1.157428872375187         2017.9373830843351
1.322775854143071         2028.3730205592271
1.4881228359109548        2039.498124092825
1.6534698176788385        2051.020509195529
1.8188167994467226        2062.583043310613
1.9841637812146067        2073.7545704590357
2.1495107629824903        2084.0436570769916
2.314857744750374         2092.963937066986
2.480204726518258         2100.156427265749
2.645551708286142         2102.3719533797625
2.810898690054026         2102.3719280229952
2.9762456718219097        2102.3722062624056
3.141592653589793         2102.3721802353234
0                         2102.371926140677
0.16534698176788387       2102.371928259535
0.33069396353576774       2102.371928015609
0.49604094530365167       2102.371926876717
0.6613879270715355        2102.3719265936584
0.8267349088394192        2102.3719268313453
0.9920818906073033        2102.371926756586
1.157428872375187         2102.371927903448
1.322775854143071         2102.3719287826434
1.4881228359109548        2102.3719283989863
1.6534698176788385        2102.3719303690636
1.8188167994467226        2102.3719351220075
1.9841637812146067        2102.37194810263
2.1495107629824903        2102.371964928783
2.314857744750374         2102.371927985581
2.480204726518258         2102.3719739261646
2.645551708286142         2102.8849706510887
2.810898690054026         2102.8849344629125
2.9762456718219097        2102.8852291648236
3.141592653589793         2102.8851930191945
0                         2102.8849315979455
0.16534698176788387       2102.8849328268816
0.33069396353576774       2102.884934106294
0.49604094530365167       2102.8849351734457
0.6613879270715355        2102.884935491366
0.8267349088394192        2102.8849355095235
0.9920818906073033        2102.8849355591456
1.157428872375187         2102.884936018838
1.322775854143071         2102.8849357468816
1.4881228359109548        2102.884937654172
1.6534698176788385        2102.884940148676
1.8188167994467226        2102.8849457469933
1.9841637812146067        2102.8849589886386
2.1495107629824903        2102.884980206228
2.314857744750374         2102.884934913948
2.480204726518258         2102.8849774004157
2.645551708286142         2105.497703393843
2.810898690054026         2109.0885870700426
2.9762456718219097        2111.129452456918
3.141592653589793         2111.788721654761
0                         2147.4446321935493
0.16534698176788387       2147.4808902709538
0.33069396353576774       2147.5916073426533
0.49604094530365167       2147.7828235978236
0.6613879270715355        2148.065365499521
0.8267349088394192        2148.456032043802
0.9920818906073033        2148.9795947488556
1.157428872375187         2149.6718508721096
1.322775854143071         2150.58411458387
1.4881228359109548        2151.7896469218513
1.6534698176788385        2153.3917949807837
1.8188167994467226        2155.531666544277
1.9841637812146067        2158.3871537098967
2.1495107629824903        2162.1430908702955
2.314857744750374         2166.902178968567
2.480204726518258         2172.5310998166583
2.645551708286142         2178.520045813894
2.810898690054026         2183.9861204744607
2.9762456718219097        2187.871026927935
3.141592653589793         2189.2839014559117
